Unnamed: 0,Title,Duration,level,lien,description,formateur,Certification,Date,image_source,price,cost_co,cost_year,duration
181,Amazon DynamoDB: Building NoSQL Database-Driven Applications,8 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/11488,"This course introduces you to NoSQL databases and the challenges they solve. Expert instructors will dive deep into Amazon DynamoDB topics such as recovery, SDKs, partition keys, security and encryption, global tables, stateless applications, streams, and best practices.DynamoDB is a key-value and document database that delivers single-digit millisecond performance at any scale. It's a fully managed, multiregion, multimaster database with built-in security, backup and restore, and in-memory caching for internet-scale applications. DynamoDB can handle more than 10 trillion requests per day and support peaks of more than 20 million requests per second.",Amazon Web Services,Fee-based certification,"Oct 12, 2021 to Jan 10, 2024",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a6293a780dedaf23701db248930f888bfc7b61cd.,27,0.47g of CO2,56.08kg of CO2,8
182,Machine Learning with Python: from Linear Models to Deep Learning,150 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/8267,"If you have specific questions about this course, please contact us atsds-mm@mit.edu.Machine learning methods are commonly used across engineering and sciences, from computer systems to physics. Moreover, commercial sites such as search engines, recommender systems (e.g., Netflix, Amazon), advertisers, and financial institutions employ machine learning algorithms for content recommendation, predicting customer behavior, compliance, or risk.",MIT,Fee-based certification,"Sep 4, 2023 to Dec 19, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b3876a6d91f860e6e88af5feca1c1c7d51d2114a.jpeg,10,0.47g of CO2,56.08kg of CO2,150
183,Python Basics for Data Science,12 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/8369,"Please Note: Learners who successfully complete this IBM course can earn a skill badge —a detailed, verifiable and digital credential that profiles the knowledge and skills you’ve acquired in this course. Enroll to learn more, complete the course and claim your badge!Kickstart your learning of Python for data science, as well as programming in general with this introduction to Python course.",IBM,Fee-based certification,"Sep 29, 2023 to Dec 31, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/4f45c7658c5044173103e1855c938b965ff5c51e.png,25,0.47g of CO2,56.08kg of CO2,12
184,Cybersecurity and Privacy in the IoT,20 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/7807,"As the Internet of Things (IoT) continues to grow so will the number of privacy and security concerns and issues. As a professional working in the field, it is essential to understand the potential security risks and how to best mitigate them.In this course, you will learn about security and privacy issues in IoT environments. We’ll explore the organizational risks posed by IoT networks, and the principles of IoT device vulnerabilities. We’ll also look at software and hardware IoT Applications for industry.",Curtin University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f13e8aa5787f55e3ccb7f376804055a2a2ab7493.png,28,0.47g of CO2,56.08kg of CO2,20
185,Linux Command Line Basics,15 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/865,"We have built this course for beginners who have no experience with the Linux system and the command-line interface. In this course, you'll learn the basics of the command line interface of a Linux server: the terminal and shell (GNU Bash). This course includes an introduction to files and directories in the Linux filesystem.",Udacity,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/176934e70b96bcf8e14309e969b1b1be20c2a323.png,27,0.47g of CO2,56.08kg of CO2,15
186,Introduction to FinTech,6 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/7145,"Over the past decade emerging technologies, paired with massive changes in regulations, have driven an unprecedented transformation of finance around the world. This process is happening more rapidly in China and Asia than anywhere else. This course is designed to explore FinTech fundamentals and help make sense of this wave of change as it happens.",University of Hong Kong,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/bcc5ffe0c9bdad6f717135b50f5909bf737b3def.png,10,0.47g of CO2,56.08kg of CO2,6
187,Autonomous Mobile Robots,60 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/4619,"Robots are rapidly evolving from factory workhorses, which are physically bound to their work-cells, to increasingly complex machines capable of performing challenging tasks in our daily environment. The objective of this course is to provide the basic concepts and algorithms required to develop mobile robots that act autonomously in complex environments. The main emphasis is put on mobile robot locomotion and kinematics, environment perception, probabilistic map based localization and mapping, and motion planning. The lectures and exercises of this course introduce several types of robots such as wheeled robots, legged robots and drones.",ETH Zurich,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a17d18fa763b9fdc7adcd0fc88fb08be0b74cd64.png,37,0.47g of CO2,56.08kg of CO2,60
188,Improve the Performance of a Machine Learning Model,8 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/27115,"Identify common machine learning problems. Evaluate and improve them with feature selection, cross-validation, hyperparameter tuning and regularization.",OpenClassrooms,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/7dc2c1a236f0667935f0c5b07e7f975b862c9184.png,10,0.47g of CO2,56.08kg of CO2,8
189,Essentials of Genomics and Biomedical Informatics,24 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/11066,"Three innovations are driving the data revolution in medicine.Next Generation Sequencing, and in particular, the ability to sequence individual genomes at diminishing costs.Electronic Medical Records, and our ability to mine, using machine learning techniques, huge datasets of medical records.Next Generation Sequencing, and in particular, the ability to sequence individual genomes at diminishing costs.Electronic Medical Records, and our ability to mine, using machine learning techniques, huge datasets of medical records.",Edx,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a7dbf6913ef38e2d61acd3d9b08117dcdba2eeeb.png,35,0.47g of CO2,56.08kg of CO2,24
190,Computer Networking,24 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/917,"This class is offered as CS6250 at Georgia Tech where it is a part of the [Online Masters Degree (OMS)](http://www.omscs.gatech.edu/). Taking this course here will not earn credit towards the OMS degree. This course covers advanced topics in Computer Networking such as Software-Defined Networking (SDN), Data Center Networking and Content Distribution. The course is divided into three parts: Part 1 is about the implementation, design principles and goals of a Computer Network and touches upon the various routing algorithms used in CN (such as link-state and distance vector). Part 2 talks about resource control and content distribution in Networking Applications. It covers Congestion Control and Traffic Shaping. Part 3 deals with the operations and management of computer networks encompassing SDN's (Software Defined Networks), Traffic Engineering and Network Security.",Georgia Institute of Technology,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/53bf5c1f24350baeb53e0028ad31b64428ef4af1.png,26,0.47g of CO2,56.08kg of CO2,24
191,Statistical Thinking for Data Science and Analytics,35 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/2656,"This statistics and data analysis course will pave the statistical foundation for our discussion on data science.You will learn how data scientists exercise statistical thinking in designing data collection, derive insights from visualizing data, obtain supporting evidence for data-based decisions and construct models for predicting future trends from data.",Columbia University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/4df6b39e47b03e970976003b8cbf2cc4a31b735b.png,38,0.47g of CO2,56.08kg of CO2,35
192,Cryptography I,35 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/1206,"Cryptography is an indispensable tool for protecting information in computer systems. In this course you will learn the inner workings of cryptographic systems and how to correctly use them in real-world applications. The course begins with a detailed discussion of how two parties who have a shared secret key can communicate securely when a powerful adversary eavesdrops and tampers with traffic. We will examine many deployed protocols and analyze mistakes in existing systems. The second half of the course discusses public-key techniques that let two parties generate a shared secret key. Throughout the course participants will be exposed to many exciting open problems in the field and work on fun (optional) programming projects. In a second course (Crypto II) we will cover more advanced cryptographic tasks such as zero-knowledge, privacy mechanisms, and other forms of encryption.",Stanford University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/6124f1116dd918a983aa8aeea3b4c504e3a12e94.png,18,0.47g of CO2,56.08kg of CO2,35
193,Introduction to artificial intelligence for non-experts,4 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/14394,"An Introduction to AI is a free online course for everyone interested in learning what AI is, what is possible (and not possible) with AI, and how it affects our lives – with no complicated math or programming required.",University of Helsinki,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/bb6965e216aa208353e201963ee25bbd5027ccb3.png,18,0.47g of CO2,56.08kg of CO2,4
194,Introduction to Hyperledger Blockchain Technologies,20 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/8040,"Discover the power of business blockchains and distributed ledger technologies with an overview of Hyperledger andits key frameworks. All over the global market there are ledgers that organizations and individuals alike must trust. Blockchain technologies record promises, trades, transactions or simply items we never want to disappear, allowing everyone in an ecosystem to keep a copy of the common system of record.",The Linux Foundation,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b83d23b152dd81dd618e07efdec460c556f22d82.jpg,35,0.47g of CO2,56.08kg of CO2,20
195,Music Technology Foundations,12 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/3043,"Want to produce and record your own music?This course will help you do that by showing you how to apply new technologies to your own creative practice, using freeware and browser based apps.Music Technology Foundations draws on Adelaide’s world-class pioneering expertise in making electronic music, to provide a great foundation to a career in music and to enable any learner to use technology in creative ways.",University of Adelaide,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/9ac0be7a9f5c888c3c18ce44d874a86e3ede3c43.png,39,0.47g of CO2,56.08kg of CO2,12
196,Innovations in Investment Technology: Artificial Intelligence,10 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/19084,"Explore the evolution of AI investing and online wealth management. Investing and managing your wealth online has never been easier, but how does AI investing work and what are the challenges?On this course, you’ll explore how technology has changed the way we invest money. You’ll consider the evolution of AI-driven online wealth management platforms, robo-advisors, and learn how they work and why they’re successful. Moving from human-based data-driven investing strategies to neural networks, you’ll assess the ability of artificial intelligence to make investment decisions and discover the role of AI and machine learning in making trading decisions.",University of Michigan,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/0344240287e7814b35361054c4febdafb1c65f07.png,45,0.47g of CO2,56.08kg of CO2,10
197,Software Security,18 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/6206,"This course we will explore the foundations of software security. We will consider important software vulnerabilities and attacks that exploit them -- such as buffer overflows, SQL injection, and session hijacking -- and we will consider defenses that prevent or mitigate these attacks, including advanced testing and program analysis techniques. Importantly, we take a ""build security in"" mentality, considering techniques at each phase of the development cycle that can be used to strengthen the security of software systems. Successful learners in this course typically have completed sophomore/junior-level undergraduate work in a technical field, have some familiarity with programming, ideally in C/C++ and one other ""managed"" program language (like ML or Java), and have prior exposure to algorithms. Students not familiar with these languages but with others can improve their skills through online web tutorials.","University of Maryland, College Park",Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/d6eafacba362c3261e4d26eea69d912267c7c088.png,32,0.47g of CO2,56.08kg of CO2,18
198,Cryptography,28 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/6191,"This course will introduce you to the foundations of modern cryptography, with an eye toward practical applications.","University of Maryland, College Park",Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/d6eafacba362c3261e4d26eea69d912267c7c088.png,17,0.47g of CO2,56.08kg of CO2,28
199,Probabilistic Graphical Models 3: Learning,28 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/5890,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems. This course is the third in a sequence of three. Following the first course, which focused on representation, and the second, which focused on inference, this course addresses the question of learning: how a PGM can be learned from a data set of examples. The course discusses the key problems of parameter estimation in both directed and undirected models, as well as the structure learning task for directed models. The (highly recommended) honors track contains two hands-on programming assignments, in which key routines of two commonly used learning algorithms are implemented and applied to a real-world problem.",Stanford University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/6124f1116dd918a983aa8aeea3b4c504e3a12e94.png,24,0.47g of CO2,56.08kg of CO2,28
200,IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies,4 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/8662,"IoT (Internet of Things) devices are already abundant, but new products that include IoT modules are now a common trend. Also, almost everything is already connected to a Cloud, and much more will be in the future. Naturally, as this trend continues, in the near future almost all devices and appliances will include IoT modules which will use sensor data collection and control/management based on Clouds. Since we will live in an IoT world supported by Clouds, knowledge of the core technologies and platforms of IoT and Clouds will enable you with the tools to become a true leader in the future product and business world. In this course, the start-of-the-art IoT and wireless networks and Cloud technologies are introduced (for details on 1G to 5G mobile communications and smartphone and smart device technology, please take my course “Smart Device & Mobile Emerging Technologies”). This course ends with projects that teach how to analyze Bluetooth and W-Fi wireless networks and setup and use an EC2 (Elastic Compute Cloud) Virtual Computer in AWS (Amazon Web Service), which is the most powerful and popular Cloud technology in the world. Comparing to the human body, IoT is the neural network and the Cloud is the brain. Thus, I cordially welcome you into the brain and neural network of the future intelligence world!",Coursera,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/43fe7785dc4604070a5d6838e3200cdd2695597a.png,12,0.47g of CO2,56.08kg of CO2,4
201,IoT Networks and Protocols,20 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/8095,"The Internet of Things (IoT) is expanding at a rapid rate, and it is becoming increasingly important for professionals to understand what it is, how it works, and how to harness its power to improve your business.In this course we will focus on how the IoT works. You will learn about IoT networks and explore how ‘things’ connect to it, including whether the connection and processing is local (fog) or remote (cloud).",Curtin University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f13e8aa5787f55e3ccb7f376804055a2a2ab7493.png,51,0.47g of CO2,56.08kg of CO2,20
202,IoT Sensors and Devices,20 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/8094,"The Internet of Things (IoT) is expanding at a rapid rate, and it is becoming increasingly important for professionals to understand what it is, how it works, and how to harness its power to improve your business.This course is for practical learners who want to explore and interact with the IoT bridge between the cyber- and physical worlds, in order to create efficiencies or solve business problems.",Curtin University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f13e8aa5787f55e3ccb7f376804055a2a2ab7493.png,40,0.47g of CO2,56.08kg of CO2,20
203,IoT System Architecture: Design and Evaluation,9 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/10894,"This course was created to help learners understand how to design the architecture of IoT systems.IoT (Internet of Things) systems are inherently distributed, heterogeneous, and complicated, hence designing architecture plays an important role in determining its functionality and quality in the early phase of development. However, designing architecture is not easy, because architects must address a number of system functionalities and quality requirements at the same time.",Waseda University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f08e8b8a2b9f8defb1121bbd2340e58f19ce4441.png,20,0.47g of CO2,56.08kg of CO2,9
204,IoT System Design: Software and Hardware Integration,16 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/10397,"This course is designed to teach you how systems are developed using IoT technology.Many engineers and developers tend to focus ona single discipline - either software or hardware. However, in today’s connectedage it's critical to have a comprehensive understanding of both disciplines and how they are intertwined.",Waseda University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f08e8b8a2b9f8defb1121bbd2340e58f19ce4441.png,17,0.47g of CO2,56.08kg of CO2,16
205,Machine Learning Fundamentals,80 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/6897,"Do you want to build systems that learn from experience? Or exploit data to create simple predictive models of the world?In this course, part of the Data Science MicroMasters program, you will learn a variety of supervised and unsupervised learning algorithms, and the theory behind those algorithms.","The University of California, San Diego",Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/4791d4555d0818ca0f5c8a267c7f00834110e833.png,27,0.47g of CO2,56.08kg of CO2,80
206,Programming Basics,54 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/5005,"Basic concepts of computer programming are introduced, starting with the notion of an algorithm. Emphasis is on developing the ability to write programs to solve practical computational problems.Topics include:Algorithms",IITBombay,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/62c7bba8e60540a8e7a5593e83e3763c19ea0fb6.png,34,0.47g of CO2,56.08kg of CO2,54
207,IoT Programming and Big Data,20 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/10496,"The Internet of Things is creating massive quantities of data, and managing and analysing it requires a unique approach to programming and statistics for distributed data sources.This course will teach introductory programming concepts that allow connection to, and implementation of some functionality on, IoT devices, using the Python programming language. In addition, students will learn how to use Python to process text log files, such as those generated automatically by IoT sensors and other network-connected systems.",Curtin University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f13e8aa5787f55e3ccb7f376804055a2a2ab7493.png,35,0.47g of CO2,56.08kg of CO2,20
208,Probabilistic Graphical Models 2: Inference,20 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/5889,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems. This course is the second in a sequence of three. Following the first course, which focused on representation, this course addresses the question of probabilistic inference: how a PGM can be used to answer questions. Even though a PGM generally describes a very high dimensional distribution, its structure is designed so as to allow questions to be answered efficiently. The course presents both exact and approximate algorithms for different types of inference tasks, and discusses where each could best be applied. The (highly recommended) honors track contains two hands-on programming assignments, in which key routines of the most commonly used exact and approximate algorithms are implemented and applied to a real-world problem.",Stanford University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/6124f1116dd918a983aa8aeea3b4c504e3a12e94.png,53,0.47g of CO2,56.08kg of CO2,20
209,"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",12 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/6625,"Welcome to the Cloud Computing Applications course, the second part of a two-course series designed to give you a comprehensive view on the world of Cloud Computing and Big Data! In this second course we continue Cloud Computing Applications by exploring how the Cloud opens up data analytics of huge volumes of data that are static or streamed at high velocity and represent an enormous variety of information. Cloud applications and data analytics represent a disruptive change in the ways that society is informed by, and uses information. We start the first week by introducing some major systems for data analysis including Spark and the major frameworks and distributions of analytics applications including Hortonworks, Cloudera, and MapR. By the middle of week one we introduce the HDFS distributed and robust file system that is used in many applications like Hadoop and finish week one by exploring the powerful MapReduce programming model and how distributed operating systems like YARN and Mesos support a flexible and scalable environment for Big Data analytics. In week two, our course introduces large scale data storage and the difficulties and problems of consensus in enormous stores that use quantities of processors, memories and disks. We discuss eventual consistency, ACID, and BASE and the consensus algorithms used in data centers including Paxos and Zookeeper. Our course presents Distributed Key-Value Stores and in memory databases like Redis used in data centers for performance. Next we present NOSQL Databases. We visit HBase, the scalable, low latency database that supports database operations in applications that use Hadoop. Then again we show how Spark SQL can program SQL queries on huge data. We finish up week two with a presentation on Distributed Publish/Subscribe systems using Kafka, a distributed log messaging system that is finding wide use in connecting Big Data and streaming applications together to form complex systems. Week three moves to fast data real-time streaming and introduces Storm technology that is used widely in industries such as Yahoo. We continue with Spark Streaming, Lambda and Kappa architectures, and a presentation of the Streaming Ecosystem. Week four focuses on Graph Processing, Machine Learning, and Deep Learning. We introduce the ideas of graph processing and present Pregel, Giraph, and Spark GraphX. Then we move to machine learning with examples from Mahout and Spark. Kmeans, Naive Bayes, and fpm are given as examples. Spark ML and Mllib continue the theme of programmability and application construction. The last topic we cover in week four introduces Deep Learning technologies including Theano, Tensor Flow, CNTK, MXnet, and Caffe on Spark.",University of Illinois at Urbana-Champaign,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a2a4c6347bfc4b529b7439677b83f64268fd17a7.png,25,0.47g of CO2,56.08kg of CO2,12
210,Practical Machine Learning,12 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/5719,"One of the most common tasks performed by data scientists and data analysts are prediction and machine learning. This course will cover the basic components of building and applying prediction functions with an emphasis on practical applications. The course will provide basic grounding in concepts such as training and tests sets, overfitting, and error rates. The course will also introduce a range of model based and algorithmic machine learning methods including regression, classification trees, Naive Bayes, and random forests. The course will cover the complete process of building prediction functions including data collection, feature creation, algorithms, and evaluation.",Johns Hopkins University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/e1fbc1fcca721d77c9e85454986fd131c1b8d512.png,48,0.47g of CO2,56.08kg of CO2,12
211,Networking and Security Architecture with VMware NSX,16 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/8981,"This 8 week online course equips learners with the basics of network virtualization with VMware NSX. To get the most of this course, you should have familiarity with generic IT concepts of routing, switching, firewalling, disaster recovery, business continuity, cloud and security. At the end of the course, you will be able to: • Understand network virtualization basics • Describe NSX business value and use cases • Explain how NSX is different from traditional networking • Summarize networking and security solution architecture with VMware NSX around these key areas: + Micro-segmentation + Automation with OpenStack + Automation with VMware vRealize Automation + Disaster Recovery and Business Continuity + Operational Transformation • Demonstrate understanding through hands-on experience • Develop a learning plan for network virtualization certification If you are new to network virtualization, download our Network Virtualization for Dummies guide. http://learn.vmware.com/36350_NSX_ITAutomation_Reg?src=af_5acfd24cebb90&cid=70134000001YR9b All Hands on Labs referenced in this course are OPTIONAL and available for FREE. Direct links to free labs can be found on the Resources Tab or you can access our full library at https://labs.hol.vmware.com/HOL/catalogs/catalog/877",VMware End-User Computing,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/328088fc56c936f12e19bb2c7495094a5fa9241d.jpg,32,0.47g of CO2,56.08kg of CO2,16
212,AR (Augmented Reality) & Video Streaming Services Emerging Technologies,16 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/8664,"Welcome to the course “Augmented Reality & Video Service Emerging Technologies.” The level of AR (Augmented Reality) and advanced video & multimedia technology included in a product is what determines the level of value and luxury. The objective of this course is to teach all important technologies that are used in state-of-the-art AR, Skype, and YouTube video and multimedia products and services. This includes the advanced video and real-time multimedia delivery mechanisms based on H.264/MPEG-4 AVC, MPEG-DASH, CDN, and mobile CDN. If you have knowledge of these core technologies, you can understand the operations that are used in every advanced video and multimedia system in the World. As the future World of business and products are driven to be more and more video and multimedia oriented, having knowledge of these core technologies will enable you to lead your company to become the true World leader in AR and video multimedia technology products, services, and business. Thus, I cordially welcome you into the beautiful and powerful World of advanced AR and video multimedia!",Coursera,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/43fe7785dc4604070a5d6838e3200cdd2695597a.png,23,0.47g of CO2,56.08kg of CO2,16
213,Cloud Computing Project,16 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/6149,"Note: You should complete all the other courses in this Specialization before beginning this course. This six-week long Project course of the Cloud Computing Specialization will allow you to apply the learned theories and techniques for cloud computing from the previous courses in the Specialization, including Cloud Computing Concepts, Part 1, Cloud Computing Concepts, Part 2, Cloud Computing Applications, Part 1, Cloud Computing Concepts, Part 2, and Cloud Networking.",University of Illinois at Urbana-Champaign,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a2a4c6347bfc4b529b7439677b83f64268fd17a7.png,39,0.47g of CO2,56.08kg of CO2,16
214,Introduction to Linux,70 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/2980,"Develop a good working knowledge of Linux using both the graphical interface and command line, covering the major Linux distribution families.Linux powers 100% of the world’s supercomputers, most of the servers powering the Internet, the majority of financial trades worldwide and over two billion Android devices. In short, Linux is everywhere. It appears in many different architectures, from mainframes to server to desktop to mobile and on a staggeringly wide variety of hardware.",The Linux Foundation,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b83d23b152dd81dd618e07efdec460c556f22d82.jpg,39,0.47g of CO2,56.08kg of CO2,70
215,"Business Considerations for 5G with Edge, IoT, and AI",10 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11586,"5G is opening up the world in a way that we are only beginning to imagine. 5G isn’t just another generation of wireless technology; it signals a seminal moment in the evolution of technology’s ability to transform industries, the economy and society and will give way to digitizing our world.This course provides an introduction for business, government and technology leaders who, along with startups and their technical partners and ecosystems, have the opportunity to lead the next generation of innovation based on the capabilities of 5G with Edge, IoT & AI. The course will help you answer: What is 5G? What is the fuss about radio frequencies (RF)? How does Edge Compute change the paradigm? How will IoT and AI combine with 5G to bring us a digital transformation we can barely imagine? What will be the role of open source, open standards and open alliances? The course will also offer some strategies for what leaders can do to start preparing for responsibility, trust and the ethical impact of innovation, especially when it encroaches on social and public systems like smart transportation and smart cities.",The Linux Foundation,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b83d23b152dd81dd618e07efdec460c556f22d82.jpg,50,0.47g of CO2,56.08kg of CO2,10
216,Software Development Capstone Project,48 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/7886,"In this project course, the final course in the Software Development MicroMasters program, you will learn how to input, manipulate, and return data with a modern web development stack. Using TypeScript and Node, you will manipulate large amounts of information using a domain-specific querying language. Backend, REST, and front-end technologies will be required to successfully complete the project.",University of British Columbia,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/45fc39a6ce66da3fc61ec0fa72f84d018163c944.png,22,0.47g of CO2,56.08kg of CO2,48
217,Excel for Beginners,16 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/70199,"No prior knowledge or experience with Excel? No problem! Mastering a basic skills in Excel will open the door to new opportunities, jobs, and more advanced skills that can help you be more efficient in your work or advance your career in your current or a future position. Come join us and reduce barriers to working with Excel!",Davidson College,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/dd0b5c05b84ec484a30bd4af86678d4fa39494f4.png,46,0.47g of CO2,56.08kg of CO2,16
218,Internet of Things Capstone V2: Build a Mobile Surveillance System,12 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/9971,"In the Capstone project for the Internet of Things specialization, you will design and build your own system that uses at least 2 sensors, at least 1 communication protocol and at least 1 actuator. You will have a chance to revisit and apply what you have learned in our courses to achieve a robust, practical and/or fun-filled project. We absolutely encourage you to design whatever you can think up! This is your chance to be creative or to explore an idea that you have had. But if you don’t have your own idea, we provide the description of a surveillance system, for you to build. We will participate in the Capstone with you by building a surveillance system that features an off-grid solar powered workstation that will serve as a hub to multiple surveillance sensors. You will be able to demonstrate the knowledge and skills you have gained in this course through delivery of industry-appropriate documents such as System Design documents and Unit Test reports. Additionally, you will be asked to describe and show case your project as a short video presentation – appropriate for demonstrating your knowledge and technical communication skills. Learning Goals: After completing this Capstone, you will be able to: 1. Design systems using mobile platforms. You will gain experience in documenting and presenting designs. 2. Develop systems that interface multiple sensors and actuators to the DragonBoard™ 410c system and develop the necessary software to create a fully functional system. 3. Specify unit tests and system tests, run tests and prepare Test Reports as are commonly done by those working in this industry. 4. Gain experience (and feedback!) in making technical presentations.","University of California, San Diego",Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/d882ad2e7bccd29d4e0aeccee528f63bf69f0697.png,46,0.47g of CO2,56.08kg of CO2,12
